ACK Flag Count,Active Max,Active Mean,Active Min,Active Std,Average Packet Size,Bwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Header Length,Bwd IAT Max,Bwd IAT Mean,Bwd IAT Min,Bwd IAT Std,Bwd IAT Total,Bwd Init Win Bytes,Bwd PSH Flags,Bwd Packet Length Max,Bwd Packet Length Mean,Bwd Packet Length Min,Bwd Packet Length Std,Bwd Packet/Bulk Avg,Bwd Segment Size Avg,Bwd URG Flags,CWR Flag Count,Down/Up Ratio,Dst Port,ECE Flag Count,FIN Flag Count,FWD Init Win Bytes,Flow Bytes/s,Flow Duration,Flow IAT Max,Flow IAT Mean,Flow IAT Min,Flow IAT Std,Flow Packets/s,Fwd Bulk Rate Avg,Fwd Bytes/Bulk Avg,Fwd Header Length,Fwd IAT Max,Fwd IAT Mean,Fwd IAT Min,Fwd IAT Std,Fwd IAT Total,Fwd PSH Flags,Fwd Packet Length Max,Fwd Packet Length Mean,Fwd Packet Length Min,Fwd Packet Length Std,Fwd Packet/Bulk Avg,Fwd Segment Size Avg,Fwd URG Flags,Idle Max,Idle Mean,Idle Min,Idle Std,PSH Flag Count,Packet Length Max,Packet Length Mean,Packet Length Min,Packet Length Std,Packet Length Variance,Protocol,RST Flag Count,SYN Flag Count,Subflow Bwd Bytes,Subflow Bwd Packets,Subflow Fwd Bytes,Subflow Fwd Packets,Total Bwd packets,Total Fwd Packet,Total Length of Bwd Packet,Total Length of Fwd Packet,URG Flag Count,folder_class
45.0,823.8096,411.9048,0.0,0.0,124.44,6.0,0.006069364,1200.0,423782370.0,28407226.0,0.0,86929810.0,823809600.0,65535.0,5.0,289.0,97.566666,66.0,68.33188,585.4,97.566666,0.0,0.0,0.8883156,44710.0,0.0,10.0,65535.0,7.5527163,823809600.0,423782370.0,16812440.0,0.0,68317810.0,0.060693637,4.0,0.006069364,800.0,423782750.0,43358380.0,294.92377,104335280.0,823809200.0,5.0,453.0,164.75,66.0,166.45326,659.0,164.75,0.0,823.8096,411.9048,0.0,0.0,10.0,453.0,124.44,66.0,122.34168,14967.486,6.0,0.0,10.0,2927.0,30.0,3295.0,20.0,30.0,20.0,2927.0,3295.0,0.0,API
9.0,0.00233984,0.00116992,0.0,0.0,234.5,6.0,427.37967,240.0,1003.98065,467.968,0.0,333.8097,2339.8398,65535.0,1.0,433.0,128.5,66.0,136.20787,771.0,128.5,0.0,0.0,0.48983482,47662.0,0.0,2.0,65535.0,1002205.3,2339.0,737.9055,259.9822,0.0,268.97363,4273.7964,4.0,427.37967,160.0,737.9055,683.9434,602.0069,58.901237,2051.8303,1.0,1368.0,393.5,66.0,562.6373,1574.0,393.5,0.0,0.00233984,0.00116992,0.0,0.0,2.0,1368.0,234.5,66.0,393.2046,154609.84,6.0,0.0,2.0,771.0,6.0,1574.0,4.0,6.0,4.0,771.0,1574.0,0.0,API
63.0,1829.466,914.733,0.0,0.0,119.57143,5.857143,0.0038262533,1640.0,721018560.0,45736650.0,0.0,132132710.0,1829465900.0,65535.0,7.0,329.0,98.31707,66.0,69.698105,575.8571,98.31707,0.0,0.0,0.9290159,39816.0,0.0,14.0,65535.0,4.5751057,1829465900.0,721018560.0,26513998.0,0.0,103106056.0,0.03826253,4.142857,0.0038262533,1160.0,721018940.0,65338068.0,86.06911,153820780.0,1829465900.0,7.0,453.0,149.6207,66.0,155.1963,619.8571,149.6207,0.0,1829.466,914.733,0.0,0.0,14.0,453.0,119.57143,66.0,116.02766,13462.416,6.0,0.0,14.0,4031.0,41.0,4339.0,29.0,41.0,29.0,4031.0,4339.0,0.0,API
7.0,0.0009198189,0.00045990944,0.0,0.0,68.125,4.0,1087.1705,160.0,345.94537,303.9837,228.16658,53.712837,911.95105,65535.0,1.0,74.0,68.25,66.0,3.344772,273.0,68.25,0.0,0.0,1.0036764,37260.0,0.0,2.0,65535.0,592507.94,919.0,293.01642,131.4027,7.867813,120.426735,8697.364,4.0,1087.1705,160.0,533.10394,291.6654,51.97525,196.42386,874.9962,0.0,74.0,68.0,66.0,3.4641016,272.0,68.0,0.0,0.0009198189,0.00045990944,0.0,0.0,1.0,74.0,68.125,66.0,3.4072533,11.609375,6.0,0.0,2.0,273.0,4.0,272.0,4.0,4.0,4.0,273.0,272.0,0.0,API
45.0,1595.8109,797.90546,0.0,0.0,116.52,5.8,0.0031332034,1160.0,695590700.0,56993250.0,0.0,164542670.0,1595811000.0,65535.0,5.0,275.0,96.72414,66.0,64.698715,561.0,96.72414,0.0,0.0,0.9285005,37586.0,0.0,10.0,65535.0,3.6508086,1595811000.0,695590700.0,32567570.0,0.0,127540220.0,0.031332035,4.2,0.0031332034,840.0,695591040.0,79790530.0,54.836273,189960600.0,1595810600.0,5.0,453.0,143.85715,66.0,150.2868,604.2,143.85715,0.0,1595.8109,797.90546,0.0,0.0,10.0,453.0,116.52,66.0,111.60273,12455.17,6.0,0.0,10.0,2805.0,29.0,3021.0,21.0,29.0,21.0,2805.0,3021.0,0.0,API
9.0,0.0081830025,0.0040915012,0.0,0.0,327.6,6.0,122.20454,240.0,4115.1045,1636.6005,0.9536743,1645.4895,8183.0024,65535.0,1.0,325.0,110.5,66.0,95.97179,663.0,110.5,0.0,0.0,0.25373134,50342.0,0.0,2.0,65535.0,400342.06,8183.0,4115.1045,909.2225,0.9536743,1349.8684,1222.0453,4.0,122.20454,160.0,4580.021,2569.9934,623.9414,1615.6962,7709.98,1.0,2407.0,653.25,66.0,1012.5333,2613.0,653.25,0.0,0.0081830025,0.0040915012,0.0,0.0,2.0,2407.0,327.6,66.0,697.3625,486314.44,6.0,0.0,2.0,663.0,6.0,2613.0,4.0,6.0,4.0,663.0,2613.0,0.0,API
9.0,0.005409956,0.002704978,0.0,0.0,234.5,6.0,184.84439,240.0,3043.1748,1081.9912,0.0,1139.7739,5409.956,65535.0,1.0,433.0,128.5,66.0,136.20787,771.0,128.5,0.0,0.0,0.48983482,41280.0,0.0,2.0,65535.0,433460.1,5409.0,2578.02,601.1062,0.0,801.34814,1848.4438,4.0,184.84439,160.0,2871.9902,1640.3198,682.11554,914.6859,4920.9595,1.0,1368.0,393.5,66.0,562.6373,1574.0,393.5,0.0,0.005409956,0.002704978,0.0,0.0,2.0,1368.0,234.5,66.0,393.2046,154609.84,6.0,0.0,2.0,771.0,6.0,1574.0,4.0,6.0,4.0,771.0,1574.0,0.0,API
34.0,1731.033,865.5165,0.0,0.0,115.1579,5.75,0.002310759,920.0,975155500.0,78683320.0,0.0,239914700.0,1731033000.0,65535.0,4.0,312.0,95.347824,66.0,73.36307,548.25,95.347824,0.0,0.0,1.0045809,51590.0,0.0,8.0,65535.0,2.5279703,1731033000.0,975155500.0,46784676.0,0.0,188988560.0,0.02195221,3.75,0.002310759,600.0,975155840.0,123645170.0,260.1147,291360420.0,1731032300.0,3.0,453.0,145.53334,66.0,153.77034,545.75,145.53334,0.0,1731.033,865.5165,0.0,0.0,7.0,453.0,115.1579,66.0,114.86091,13193.027,6.0,0.0,8.0,2193.0,23.0,2183.0,15.0,23.0,15.0,2193.0,2183.0,0.0,API
9.0,0.0038659573,0.0019329786,0.0,0.0,204.8,6.0,258.66815,240.0,2609.0144,773.19147,0.0,933.88574,3865.9573,65535.0,1.0,351.0,114.833336,66.0,105.65733,689.0,114.833336,0.0,0.0,0.50699043,33802.0,0.0,2.0,65535.0,529752.4,3865.0,2326.9653,429.5508,0.0,687.2022,2586.6814,4.0,258.66815,160.0,2326.9653,1152.277,360.01205,847.3142,3456.831,1.0,1153.0,339.75,66.0,469.54147,1359.0,339.75,0.0,0.0038659573,0.0019329786,0.0,0.0,2.0,1153.0,204.8,66.0,327.14944,107026.76,6.0,0.0,2.0,689.0,6.0,1359.0,4.0,6.0,4.0,689.0,1359.0,0.0,API
9.0,0.0025269985,0.0012634993,0.0,0.0,109.3,5.0,395.72638,200.0,1500.845,576.4961,0.0,626.47034,2305.9844,65535.0,1.0,264.0,107.2,66.0,78.4612,536.0,107.2,0.0,0.0,0.96229804,38656.0,0.0,2.0,65535.0,432528.94,2526.0,958.2043,280.77762,0.0,287.30194,3957.264,5.0,395.72638,200.0,958.2043,509.73892,0.0,341.48737,2038.9557,2.0,249.0,111.4,66.0,70.06168,557.0,111.4,0.0,0.0025269985,0.0012634993,0.0,0.0,3.0,264.0,109.3,66.0,74.409744,5536.81,6.0,0.0,2.0,536.0,5.0,557.0,5.0,5.0,5.0,536.0,557.0,0.0,API
18.0,301.98264,150.99132,0.0,0.0,107.45,5.5,0.0066228975,440.0,301976640.0,30198264.0,0.0,90592790.0,301982620.0,65535.0,2.0,272.0,100.454544,66.0,70.165215,552.5,100.454544,0.0,0.0,1.0584291,60542.0,0.0,4.0,65535.0,7.1163034,301982620.0,301976200.0,15893823.0,0.0,67430260.0,0.06622898,4.5,0.0066228975,360.0,301976770.0,37747764.0,381.94656,99869176.0,301982100.0,2.0,453.0,116.0,66.0,120.00278,522.0,116.0,0.0,301.98264,150.99132,0.0,0.0,4.0,453.0,107.45,66.0,96.165726,9247.848,6.0,0.0,4.0,1105.0,11.0,1044.0,9.0,11.0,9.0,1105.0,1044.0,0.0,API
9.0,0.0035910606,0.0017955303,0.0,0.0,227.5,6.0,278.46927,240.0,2202.034,718.21216,0.0,769.8641,3591.0605,65535.0,1.0,315.0,108.833336,66.0,92.2468,653.0,108.833336,0.0,0.0,0.4025894,60464.0,0.0,2.0,65535.0,633517.56,3591.0,1760.006,399.00674,0.0,509.3714,2784.6926,4.0,278.46927,160.0,1760.006,1099.348,363.1115,572.7784,3298.0442,1.0,1416.0,405.5,66.0,583.4216,1622.0,405.5,0.0,0.0035910606,0.0017955303,0.0,0.0,2.0,1416.0,227.5,66.0,402.9648,162380.66,6.0,0.0,2.0,653.0,6.0,1622.0,4.0,6.0,4.0,653.0,1622.0,0.0,API
36.0,1524.667,762.3335,0.0,0.0,123.65,6.0,0.0026235236,960.0,886570300.0,66289870.0,0.0,209881170.0,1524667000.0,65535.0,4.0,257.0,96.25,66.0,64.454926,577.5,96.25,0.0,0.0,0.87632775,46756.0,0.0,8.0,65535.0,3.2439868,1524667000.0,886570300.0,39094028.0,0.0,164442880.0,0.026235236,4.0,0.0026235236,640.0,886570700.0,101644470.0,302.07635,252883280.0,1524667000.0,4.0,453.0,164.75,66.0,166.45326,659.0,164.75,0.0,1524.667,762.3335,0.0,0.0,8.0,453.0,123.65,66.0,121.24965,14701.478,6.0,0.0,8.0,2310.0,24.0,2636.0,16.0,24.0,16.0,2310.0,2636.0,0.0,API
61.0,1935.6288,967.8144,0.0,0.0,120.088234,5.857143,0.0036163959,1640.0,846733250.0,48390720.0,0.0,153583550.0,1935628800.0,65535.0,7.0,311.0,97.70731,66.0,74.30039,572.2857,97.70731,0.0,0.0,0.96298075,40448.0,0.0,14.0,65535.0,4.2187843,1935628800.0,846733250.0,28889982.0,0.0,121019460.0,0.035130702,3.857143,0.0036163959,1080.0,846733700.0,74447250.0,213.86147,185335650.0,1935628400.0,6.0,453.0,154.07408,66.0,159.81725,594.2857,154.07408,0.0,1935.6288,967.8144,0.0,0.0,13.0,453.0,120.088234,66.0,119.29249,14230.698,6.0,0.0,14.0,4006.0,41.0,4160.0,27.0,41.0,27.0,4006.0,4160.0,0.0,API
11.0,0.0025970936,0.0012985468,0.0,0.0,102.083336,7.0,385.0458,280.0,1173.9731,432.84894,125.88501,345.1979,2597.0935,65535.0,1.0,264.0,95.42857,66.0,68.87433,668.0,95.42857,0.0,0.0,1.1992818,43858.0,0.0,2.0,65535.0,471681.12,2597.0,832.0808,236.09941,5.9604645,226.57042,4620.55,5.0,385.0458,200.0,832.0808,561.2373,344.9917,175.25006,2244.9492,2.0,249.0,111.4,66.0,70.06168,557.0,111.4,0.0,0.0025970936,0.0012985468,0.0,0.0,3.0,264.0,102.083336,66.0,69.81697,4874.4097,6.0,0.0,2.0,668.0,7.0,557.0,5.0,7.0,5.0,668.0,557.0,0.0,API
18.0,478.53122,239.26561,0.0,0.0,123.4,6.0,0.004179456,480.0,478509060.0,43502836.0,0.0,137561040.0,478531200.0,65535.0,2.0,259.0,95.833336,66.0,63.8342,575.0,95.833336,0.0,0.0,0.87253416,43376.0,0.0,4.0,65535.0,5.1574483,478531200.0,478509060.0,25185854.0,0.0,106849304.0,0.041794557,4.0,0.004179456,320.0,478509060.0,68361576.0,427.00766,167442020.0,478531040.0,2.0,453.0,164.75,66.0,166.45326,659.0,164.75,0.0,478.53122,239.26561,0.0,0.0,4.0,453.0,123.4,66.0,121.10921,14667.44,6.0,0.0,4.0,1150.0,12.0,1318.0,8.0,12.0,8.0,1150.0,1318.0,0.0,API
72.0,2157.8809,1078.9404,0.0,0.0,122.0625,5.875,0.0037073412,1880.0,670090100.0,46910452.0,0.0,126012424.0,2157880800.0,65535.0,8.0,352.0,101.42553,66.0,77.35542,595.875,101.42553,0.0,0.0,0.9537815,59238.0,0.0,16.0,65535.0,4.5252733,2157880800.0,670090100.0,27314946.0,0.0,98900580.0,0.03707341,4.125,0.0037073412,1320.0,670090240.0,67433770.0,0.0,146431940.0,2157880600.0,8.0,453.0,151.45454,66.0,156.6817,624.75,151.45454,0.0,2157.8809,1078.9404,0.0,0.0,16.0,453.0,122.0625,66.0,119.36754,14248.608,6.0,0.0,16.0,4767.0,47.0,4998.0,33.0,47.0,33.0,4767.0,4998.0,0.0,API
54.0,1643.1296,821.5648,0.0,0.0,113.86667,5.6666665,0.0036515682,1360.0,607629200.0,49791804.0,0.0,138352600.0,1643129600.0,65535.0,6.0,291.0,100.76471,66.0,72.487755,571.0,100.76471,0.0,0.0,1.005872,38080.0,0.0,12.0,65535.0,4.157919,1643129700.0,607629200.0,27849656.0,0.0,106382850.0,0.036515683,4.3333335,0.0036515682,1040.0,607629440.0,65725172.0,0.0,155626260.0,1643129200.0,6.0,453.0,131.0,66.0,137.84439,567.6667,131.0,0.0,1643.1296,821.5648,0.0,0.0,12.0,453.0,113.86667,66.0,106.93837,11435.815,6.0,0.0,12.0,3426.0,34.0,3406.0,26.0,34.0,26.0,3426.0,3406.0,0.0,API
45.0,1531.2972,765.6486,0.0,0.0,122.68,6.0,0.0032652053,1200.0,866998660.0,52803356.0,0.0,171713150.0,1531297300.0,65535.0,5.0,262.0,94.63333,66.0,61.38267,567.8,94.63333,0.0,0.0,0.8616085,49486.0,0.0,10.0,65535.0,4.005754,1531297300.0,866998660.0,31250966.0,0.0,134625700.0,0.032652054,4.0,0.0032652053,800.0,866998660.0,80594590.0,347.85272,206795200.0,1531297300.0,5.0,453.0,164.75,66.0,166.45326,659.0,164.75,0.0,1531.2972,765.6486,0.0,0.0,10.0,453.0,122.68,66.0,120.51264,14523.298,6.0,0.0,10.0,2839.0,30.0,3295.0,20.0,30.0,20.0,2839.0,3295.0,0.0,API
18.0,96.692474,48.346237,0.0,0.0,281.2,6.0,0.020684132,480.0,96680830.0,8790225.0,0.0,27793452.0,96692480.0,65535.0,2.0,433.0,119.75,66.0,118.60026,718.5,119.75,0.0,0.0,0.34320515,54052.0,0.0,4.0,65535.0,58.16378,96692480.0,96680830.0,5089077.5,0.0,21588384.0,0.20684132,4.0,0.020684132,320.0,96681224.0,13813116.0,550.98535,33830764.0,96691810.0,2.0,2407.0,523.375,66.0,829.3128,2093.5,523.375,0.0,96.692474,48.346237,0.0,0.0,4.0,2407.0,281.2,66.0,568.0164,322642.66,6.0,0.0,4.0,1437.0,12.0,4187.0,8.0,12.0,8.0,1437.0,4187.0,0.0,API
45.0,1975.6567,987.82837,0.0,0.0,125.7,6.0,0.002530804,1200.0,721452540.0,68126100.0,0.0,188778540.0,1975656800.0,65535.0,5.0,301.0,99.666664,66.0,73.256775,598.0,99.666664,0.0,0.0,0.90743554,35134.0,0.0,10.0,65535.0,3.1812205,1975656800.0,721452540.0,40319530.0,0.0,149039040.0,0.025308039,4.0,0.002530804,800.0,721453700.0,103981910.0,356.9126,225090240.0,1975656300.0,5.0,453.0,164.75,66.0,166.45326,659.0,164.75,0.0,1975.6567,987.82837,0.0,0.0,10.0,453.0,125.7,66.0,123.7708,15319.21,6.0,0.0,10.0,2990.0,30.0,3295.0,20.0,30.0,20.0,2990.0,3295.0,0.0,API
18.0,189.57637,94.788185,0.0,0.0,123.25,6.0,0.010549838,480.0,189520900.0,17234216.0,0.0,54481830.0,189576370.0,65535.0,2.0,264.0,95.583336,66.0,63.71219,573.5,95.583336,0.0,0.0,0.870258,59152.0,0.0,4.0,65535.0,13.002675,189576370.0,189520900.0,9977704.0,0.0,42318736.0,0.10549838,4.0,0.010549838,320.0,189521090.0,27082306.0,298.9769,66315356.0,189576140.0,2.0,453.0,164.75,66.0,166.45326,659.0,164.75,0.0,189.57637,94.788185,0.0,0.0,4.0,453.0,123.25,66.0,121.10486,14666.388,6.0,0.0,4.0,1147.0,12.0,1318.0,8.0,12.0,8.0,1147.0,1318.0,0.0,API
72.0,2203.0093,1101.5046,0.0,0.0,116.7375,5.75,0.0036313967,1840.0,828719900.0,48955760.0,0.0,150020690.0,2203009300.0,65535.0,8.0,337.0,100.32609,66.0,73.709785,576.875,100.32609,0.0,0.0,0.9769263,49990.0,0.0,16.0,65535.0,4.2392015,2203009300.0,828719900.0,27886192.0,0.0,115790936.0,0.036313966,4.25,0.0036313967,1360.0,828720200.0,66757844.0,56.028366,171761150.0,2203008800.0,8.0,453.0,138.94118,66.0,145.78891,590.5,138.94118,0.0,2203.0093,1101.5046,0.0,0.0,16.0,453.0,116.7375,66.0,111.89982,12521.568,6.0,0.0,16.0,4615.0,46.0,4724.0,34.0,46.0,34.0,4615.0,4724.0,0.0,API
79.0,2128.231,1064.1155,0.0,0.0,121.53409,5.888889,0.004228865,2120.0,428836480.0,40927516.0,0.0,103356664.0,2128230800.0,65535.0,9.0,326.0,98.43396,66.0,75.37817,579.6667,98.43396,0.0,0.0,0.95235485,51004.0,0.0,18.0,65535.0,5.0253005,2128230800.0,428836480.0,24462424.0,0.0,82387976.0,0.041348897,3.8888888,0.004228865,1400.0,428836600.0,62595020.0,8.106232,122400360.0,2128230700.0,8.0,453.0,156.51428,66.0,161.42036,608.6667,156.51428,0.0,2128.231,1064.1155,0.0,0.0,17.0,453.0,121.53409,66.0,120.80346,14593.477,6.0,0.0,18.0,5217.0,53.0,5478.0,35.0,53.0,35.0,5217.0,5478.0,0.0,API
9.0,0.0047039986,0.0023519993,0.0,0.0,327.7,6.0,212.5851,240.0,2257.824,940.7997,154.0184,823.8236,4703.9985,65535.0,1.0,326.0,110.666664,66.0,96.34429,664.0,110.666664,0.0,0.0,0.25411403,45610.0,0.0,2.0,65535.0,696641.4,4703.0,1888.9904,522.6665,25.987625,655.6111,2125.851,4.0,212.5851,160.0,1924.038,1464.367,580.0724,625.45435,4393.1006,1.0,2407.0,653.25,66.0,1012.5333,2613.0,653.25,0.0,0.0047039986,0.0023519993,0.0,0.0,2.0,2407.0,327.7,66.0,697.3622,486314.0,6.0,0.0,2.0,664.0,6.0,2613.0,4.0,6.0,4.0,664.0,2613.0,0.0,API
